period,stateid,stateDescription,sectorid,sectorName,price,price-units
2018-12-01,IL,Illinois,ALL,all sectors,9.42,cents per kilowatt-hour
2018-12-01,DC,District of Columbia,TRA,transportation,10.18,cents per kilowatt-hour
2018-12-01,DC,District of Columbia,RES,residential,13.15,cents per kilowatt-hour
2018-12-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,DC,District of Columbia,IND,industrial,8.61,cents per kilowatt-hour
2018-12-01,DC,District of Columbia,COM,commercial,12.67,cents per kilowatt-hour
2018-12-01,MI,Michigan,TRA,transportation,10.36,cents per kilowatt-hour
2018-12-01,MI,Michigan,RES,residential,14.98,cents per kilowatt-hour
2018-12-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,MI,Michigan,IND,industrial,7.04,cents per kilowatt-hour
2018-12-01,MI,Michigan,COM,commercial,10.99,cents per kilowatt-hour
2018-12-01,MI,Michigan,ALL,all sectors,11.3,cents per kilowatt-hour
2018-12-01,MD,Maryland,TRA,transportation,7.61,cents per kilowatt-hour
2018-12-01,MD,Maryland,RES,residential,13.09,cents per kilowatt-hour
2018-12-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,MD,Maryland,IND,industrial,8.36,cents per kilowatt-hour
2018-12-01,MD,Maryland,COM,commercial,10.81,cents per kilowatt-hour
2018-12-01,MD,Maryland,ALL,all sectors,11.73,cents per kilowatt-hour
2018-12-01,VA,Virginia,IND,industrial,6.78,cents per kilowatt-hour
2018-12-01,VA,Virginia,COM,commercial,8.27,cents per kilowatt-hour
2018-12-01,VA,Virginia,ALL,all sectors,9.3,cents per kilowatt-hour
2018-12-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2018-12-01,TN,Tennessee,RES,residential,10.77,cents per kilowatt-hour
2018-12-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,TN,Tennessee,IND,industrial,5.9,cents per kilowatt-hour
2018-12-01,TN,Tennessee,COM,commercial,10.74,cents per kilowatt-hour
2018-12-01,TN,Tennessee,ALL,all sectors,9.72,cents per kilowatt-hour
2018-12-01,DC,District of Columbia,ALL,all sectors,12.6,cents per kilowatt-hour
2018-12-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2018-12-01,DE,Delaware,RES,residential,12.18,cents per kilowatt-hour
2018-12-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,DE,Delaware,IND,industrial,8.11,cents per kilowatt-hour
2018-12-01,DE,Delaware,COM,commercial,9.97,cents per kilowatt-hour
2018-12-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,IL,Illinois,IND,industrial,6.87,cents per kilowatt-hour
2018-12-01,IL,Illinois,COM,commercial,8.77,cents per kilowatt-hour
2018-12-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2018-12-01,KY,Kentucky,RES,residential,10.51,cents per kilowatt-hour
2018-12-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,KY,Kentucky,IND,industrial,5.73,cents per kilowatt-hour
2018-12-01,KY,Kentucky,COM,commercial,9.87,cents per kilowatt-hour
2018-12-01,KY,Kentucky,ALL,all sectors,8.54,cents per kilowatt-hour
2018-12-01,IN,Indiana,TRA,transportation,10.14,cents per kilowatt-hour
2018-12-01,IN,Indiana,RES,residential,11.99,cents per kilowatt-hour
2018-12-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,IN,Indiana,IND,industrial,8.22,cents per kilowatt-hour
2018-12-01,IN,Indiana,COM,commercial,10.39,cents per kilowatt-hour
2018-12-01,IN,Indiana,ALL,all sectors,10.04,cents per kilowatt-hour
2018-12-01,IL,Illinois,TRA,transportation,7.04,cents per kilowatt-hour
2018-12-01,IL,Illinois,RES,residential,12.53,cents per kilowatt-hour
2018-12-01,WV,West Virginia,COM,commercial,8.75,cents per kilowatt-hour
2018-12-01,WV,West Virginia,ALL,all sectors,8.34,cents per kilowatt-hour
2018-12-01,VA,Virginia,TRA,transportation,8.39,cents per kilowatt-hour
2018-12-01,VA,Virginia,RES,residential,10.97,cents per kilowatt-hour
2018-12-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2018-12-01,WV,West Virginia,RES,residential,10.42,cents per kilowatt-hour
2018-12-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,WV,West Virginia,IND,industrial,6.02,cents per kilowatt-hour
2018-12-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,NC,North Carolina,TRA,transportation,7.95,cents per kilowatt-hour
2018-12-01,NC,North Carolina,RES,residential,10.63,cents per kilowatt-hour
2018-12-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,NC,North Carolina,IND,industrial,6.19,cents per kilowatt-hour
2018-12-01,NC,North Carolina,COM,commercial,8.48,cents per kilowatt-hour
2018-12-01,NC,North Carolina,ALL,all sectors,9.09,cents per kilowatt-hour
2018-12-01,NJ,New Jersey,TRA,transportation,8.84,cents per kilowatt-hour
2018-12-01,NJ,New Jersey,RES,residential,15.39,cents per kilowatt-hour
2018-12-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,NJ,New Jersey,IND,industrial,9.9,cents per kilowatt-hour
2018-12-01,NJ,New Jersey,COM,commercial,12.0,cents per kilowatt-hour
2018-12-01,NJ,New Jersey,ALL,all sectors,13.04,cents per kilowatt-hour
2018-12-01,DE,Delaware,ALL,all sectors,10.61,cents per kilowatt-hour
2018-12-01,PA,Pennsylvania,TRA,transportation,8.34,cents per kilowatt-hour
2018-12-01,PA,Pennsylvania,RES,residential,13.59,cents per kilowatt-hour
2018-12-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,PA,Pennsylvania,IND,industrial,6.78,cents per kilowatt-hour
2018-12-01,PA,Pennsylvania,COM,commercial,8.97,cents per kilowatt-hour
2018-12-01,PA,Pennsylvania,ALL,all sectors,10.1,cents per kilowatt-hour
2018-12-01,OH,Ohio,TRA,transportation,7.14,cents per kilowatt-hour
2018-12-01,OH,Ohio,RES,residential,12.21,cents per kilowatt-hour
2018-12-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-12-01,OH,Ohio,IND,industrial,6.93,cents per kilowatt-hour
2018-12-01,OH,Ohio,COM,commercial,9.86,cents per kilowatt-hour
2018-12-01,OH,Ohio,ALL,all sectors,9.79,cents per kilowatt-hour
2018-11-01,IL,Illinois,IND,industrial,6.91,cents per kilowatt-hour
2018-11-01,OH,Ohio,TRA,transportation,7.45,cents per kilowatt-hour
2018-11-01,OH,Ohio,RES,residential,12.57,cents per kilowatt-hour
2018-11-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,OH,Ohio,IND,industrial,6.97,cents per kilowatt-hour
2018-11-01,OH,Ohio,COM,commercial,10.21,cents per kilowatt-hour
2018-11-01,OH,Ohio,ALL,all sectors,9.9,cents per kilowatt-hour
2018-11-01,NC,North Carolina,TRA,transportation,8.17,cents per kilowatt-hour
2018-11-01,NC,North Carolina,RES,residential,11.13,cents per kilowatt-hour
2018-11-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,NC,North Carolina,IND,industrial,5.86,cents per kilowatt-hour
2018-11-01,NC,North Carolina,COM,commercial,8.31,cents per kilowatt-hour
2018-11-01,NC,North Carolina,ALL,all sectors,8.94,cents per kilowatt-hour
2018-11-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2018-11-01,WV,West Virginia,RES,residential,11.13,cents per kilowatt-hour
2018-11-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,WV,West Virginia,IND,industrial,6.31,cents per kilowatt-hour
2018-11-01,WV,West Virginia,COM,commercial,9.56,cents per kilowatt-hour
2018-11-01,WV,West Virginia,ALL,all sectors,8.66,cents per kilowatt-hour
2018-11-01,VA,Virginia,TRA,transportation,8.29,cents per kilowatt-hour
2018-11-01,VA,Virginia,RES,residential,11.6,cents per kilowatt-hour
2018-11-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,VA,Virginia,IND,industrial,6.89,cents per kilowatt-hour
2018-11-01,VA,Virginia,COM,commercial,8.32,cents per kilowatt-hour
2018-11-01,VA,Virginia,ALL,all sectors,9.34,cents per kilowatt-hour
2018-11-01,IL,Illinois,COM,commercial,9.24,cents per kilowatt-hour
2018-11-01,IL,Illinois,ALL,all sectors,9.78,cents per kilowatt-hour
2018-11-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2018-11-01,TN,Tennessee,RES,residential,11.13,cents per kilowatt-hour
2018-11-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,TN,Tennessee,IND,industrial,5.75,cents per kilowatt-hour
2018-11-01,TN,Tennessee,COM,commercial,10.75,cents per kilowatt-hour
2018-11-01,TN,Tennessee,ALL,all sectors,9.7,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,TRA,transportation,7.7,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,RES,residential,13.96,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,IND,industrial,6.75,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,COM,commercial,9.0,cents per kilowatt-hour
2018-11-01,PA,Pennsylvania,ALL,all sectors,10.04,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,TRA,transportation,9.94,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,IND,industrial,7.88,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,COM,commercial,12.51,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,ALL,all sectors,12.66,cents per kilowatt-hour
2018-11-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2018-11-01,DE,Delaware,RES,residential,13.01,cents per kilowatt-hour
2018-11-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,DE,Delaware,IND,industrial,8.06,cents per kilowatt-hour
2018-11-01,DE,Delaware,COM,commercial,10.22,cents per kilowatt-hour
2018-11-01,DE,Delaware,ALL,all sectors,10.81,cents per kilowatt-hour
2018-11-01,DC,District of Columbia,RES,residential,13.84,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,TRA,transportation,9.0,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,RES,residential,14.99,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,IND,industrial,9.71,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,COM,commercial,11.84,cents per kilowatt-hour
2018-11-01,NJ,New Jersey,ALL,all sectors,12.69,cents per kilowatt-hour
2018-11-01,MI,Michigan,TRA,transportation,10.48,cents per kilowatt-hour
2018-11-01,MI,Michigan,RES,residential,14.99,cents per kilowatt-hour
2018-11-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,MI,Michigan,IND,industrial,6.88,cents per kilowatt-hour
2018-11-01,MI,Michigan,COM,commercial,11.13,cents per kilowatt-hour
2018-11-01,MI,Michigan,ALL,all sectors,11.08,cents per kilowatt-hour
2018-11-01,MD,Maryland,TRA,transportation,7.62,cents per kilowatt-hour
2018-11-01,MD,Maryland,RES,residential,13.1,cents per kilowatt-hour
2018-11-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,MD,Maryland,IND,industrial,8.05,cents per kilowatt-hour
2018-11-01,MD,Maryland,COM,commercial,10.32,cents per kilowatt-hour
2018-11-01,MD,Maryland,ALL,all sectors,11.37,cents per kilowatt-hour
2018-11-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2018-11-01,KY,Kentucky,RES,residential,10.9,cents per kilowatt-hour
2018-11-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,KY,Kentucky,IND,industrial,5.86,cents per kilowatt-hour
2018-11-01,KY,Kentucky,COM,commercial,10.05,cents per kilowatt-hour
2018-11-01,KY,Kentucky,ALL,all sectors,8.61,cents per kilowatt-hour
2018-11-01,IN,Indiana,TRA,transportation,10.93,cents per kilowatt-hour
2018-11-01,IN,Indiana,RES,residential,12.65,cents per kilowatt-hour
2018-11-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-11-01,IN,Indiana,IND,industrial,7.47,cents per kilowatt-hour
2018-11-01,IN,Indiana,COM,commercial,10.88,cents per kilowatt-hour
2018-11-01,IN,Indiana,ALL,all sectors,9.9,cents per kilowatt-hour
2018-11-01,IL,Illinois,TRA,transportation,7.03,cents per kilowatt-hour
2018-11-01,IL,Illinois,RES,residential,13.46,cents per kilowatt-hour
2018-11-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,NC,North Carolina,ALL,all sectors,9.43,cents per kilowatt-hour
2018-10-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2018-10-01,KY,Kentucky,RES,residential,10.94,cents per kilowatt-hour
2018-10-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,KY,Kentucky,IND,industrial,5.55,cents per kilowatt-hour
2018-10-01,KY,Kentucky,COM,commercial,9.71,cents per kilowatt-hour
2018-10-01,KY,Kentucky,ALL,all sectors,8.35,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,TRA,transportation,9.91,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,TRA,transportation,8.57,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,RES,residential,14.91,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,IND,industrial,9.79,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,COM,commercial,11.78,cents per kilowatt-hour
2018-10-01,NJ,New Jersey,ALL,all sectors,12.61,cents per kilowatt-hour
2018-10-01,MI,Michigan,TRA,transportation,10.59,cents per kilowatt-hour
2018-10-01,MI,Michigan,RES,residential,15.3,cents per kilowatt-hour
2018-10-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,MI,Michigan,IND,industrial,7.1,cents per kilowatt-hour
2018-10-01,MI,Michigan,COM,commercial,11.18,cents per kilowatt-hour
2018-10-01,MI,Michigan,ALL,all sectors,11.09,cents per kilowatt-hour
2018-10-01,MD,Maryland,TRA,transportation,7.73,cents per kilowatt-hour
2018-10-01,MD,Maryland,RES,residential,14.18,cents per kilowatt-hour
2018-10-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,MD,Maryland,IND,industrial,7.9,cents per kilowatt-hour
2018-10-01,MD,Maryland,COM,commercial,10.59,cents per kilowatt-hour
2018-10-01,MD,Maryland,ALL,all sectors,11.79,cents per kilowatt-hour
2018-10-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2018-10-01,WV,West Virginia,RES,residential,11.28,cents per kilowatt-hour
2018-10-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,WV,West Virginia,IND,industrial,6.1,cents per kilowatt-hour
2018-10-01,WV,West Virginia,COM,commercial,9.08,cents per kilowatt-hour
2018-10-01,WV,West Virginia,ALL,all sectors,8.33,cents per kilowatt-hour
2018-10-01,VA,Virginia,TRA,transportation,8.43,cents per kilowatt-hour
2018-10-01,VA,Virginia,RES,residential,11.84,cents per kilowatt-hour
2018-10-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,VA,Virginia,IND,industrial,6.91,cents per kilowatt-hour
2018-10-01,VA,Virginia,COM,commercial,8.25,cents per kilowatt-hour
2018-10-01,VA,Virginia,ALL,all sectors,9.28,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,RES,residential,13.6,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,IND,industrial,8.18,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,COM,commercial,12.19,cents per kilowatt-hour
2018-10-01,DC,District of Columbia,ALL,all sectors,12.33,cents per kilowatt-hour
2018-10-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2018-10-01,DE,Delaware,RES,residential,13.8,cents per kilowatt-hour
2018-10-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,DE,Delaware,IND,industrial,7.92,cents per kilowatt-hour
2018-10-01,DE,Delaware,COM,commercial,10.18,cents per kilowatt-hour
2018-10-01,DE,Delaware,ALL,all sectors,11.03,cents per kilowatt-hour
2018-10-01,IN,Indiana,TRA,transportation,10.75,cents per kilowatt-hour
2018-10-01,IN,Indiana,RES,residential,12.69,cents per kilowatt-hour
2018-10-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,IN,Indiana,IND,industrial,7.28,cents per kilowatt-hour
2018-10-01,IN,Indiana,COM,commercial,10.65,cents per kilowatt-hour
2018-10-01,IN,Indiana,ALL,all sectors,9.67,cents per kilowatt-hour
2018-10-01,IL,Illinois,TRA,transportation,7.04,cents per kilowatt-hour
2018-10-01,IL,Illinois,RES,residential,13.49,cents per kilowatt-hour
2018-10-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,IL,Illinois,IND,industrial,6.95,cents per kilowatt-hour
2018-10-01,IL,Illinois,COM,commercial,9.45,cents per kilowatt-hour
2018-10-01,IL,Illinois,ALL,all sectors,9.79,cents per kilowatt-hour
2018-10-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2018-10-01,TN,Tennessee,RES,residential,10.76,cents per kilowatt-hour
2018-10-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,TN,Tennessee,IND,industrial,5.54,cents per kilowatt-hour
2018-10-01,TN,Tennessee,COM,commercial,10.28,cents per kilowatt-hour
2018-10-01,TN,Tennessee,ALL,all sectors,9.39,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,TRA,transportation,7.99,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,RES,residential,14.14,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,IND,industrial,6.76,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,COM,commercial,8.82,cents per kilowatt-hour
2018-10-01,PA,Pennsylvania,ALL,all sectors,9.89,cents per kilowatt-hour
2018-10-01,OH,Ohio,TRA,transportation,7.8,cents per kilowatt-hour
2018-10-01,OH,Ohio,RES,residential,12.71,cents per kilowatt-hour
2018-10-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,OH,Ohio,IND,industrial,7.02,cents per kilowatt-hour
2018-10-01,OH,Ohio,COM,commercial,10.29,cents per kilowatt-hour
2018-10-01,OH,Ohio,ALL,all sectors,9.85,cents per kilowatt-hour
2018-10-01,NC,North Carolina,TRA,transportation,8.13,cents per kilowatt-hour
2018-10-01,NC,North Carolina,RES,residential,11.75,cents per kilowatt-hour
2018-10-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-10-01,NC,North Carolina,IND,industrial,6.15,cents per kilowatt-hour
2018-10-01,NC,North Carolina,COM,commercial,8.95,cents per kilowatt-hour
2018-09-01,DE,Delaware,IND,industrial,8.13,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,TRA,transportation,7.62,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,RES,residential,13.77,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,IND,industrial,6.68,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,COM,commercial,8.73,cents per kilowatt-hour
2018-09-01,PA,Pennsylvania,ALL,all sectors,9.89,cents per kilowatt-hour
2018-09-01,OH,Ohio,TRA,transportation,8.0,cents per kilowatt-hour
2018-09-01,OH,Ohio,RES,residential,11.63,cents per kilowatt-hour
2018-09-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,OH,Ohio,IND,industrial,6.88,cents per kilowatt-hour
2018-09-01,OH,Ohio,COM,commercial,10.07,cents per kilowatt-hour
2018-09-01,OH,Ohio,ALL,all sectors,9.57,cents per kilowatt-hour
2018-09-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2018-09-01,WV,West Virginia,RES,residential,11.26,cents per kilowatt-hour
2018-09-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,WV,West Virginia,IND,industrial,6.29,cents per kilowatt-hour
2018-09-01,WV,West Virginia,COM,commercial,9.03,cents per kilowatt-hour
2018-09-01,WV,West Virginia,ALL,all sectors,8.53,cents per kilowatt-hour
2018-09-01,VA,Virginia,TRA,transportation,8.14,cents per kilowatt-hour
2018-09-01,VA,Virginia,RES,residential,12.01,cents per kilowatt-hour
2018-09-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,VA,Virginia,IND,industrial,6.84,cents per kilowatt-hour
2018-09-01,VA,Virginia,COM,commercial,8.32,cents per kilowatt-hour
2018-09-01,VA,Virginia,ALL,all sectors,9.48,cents per kilowatt-hour
2018-09-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2018-09-01,TN,Tennessee,RES,residential,10.63,cents per kilowatt-hour
2018-09-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,TN,Tennessee,IND,industrial,5.72,cents per kilowatt-hour
2018-09-01,TN,Tennessee,COM,commercial,10.41,cents per kilowatt-hour
2018-09-01,TN,Tennessee,ALL,all sectors,9.57,cents per kilowatt-hour
2018-09-01,MI,Michigan,TRA,transportation,10.03,cents per kilowatt-hour
2018-09-01,MI,Michigan,RES,residential,15.31,cents per kilowatt-hour
2018-09-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,MI,Michigan,IND,industrial,7.03,cents per kilowatt-hour
2018-09-01,MI,Michigan,COM,commercial,10.86,cents per kilowatt-hour
2018-09-01,MI,Michigan,ALL,all sectors,11.16,cents per kilowatt-hour
2018-09-01,MD,Maryland,TRA,transportation,7.51,cents per kilowatt-hour
2018-09-01,MD,Maryland,RES,residential,13.28,cents per kilowatt-hour
2018-09-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,MD,Maryland,IND,industrial,7.95,cents per kilowatt-hour
2018-09-01,MD,Maryland,COM,commercial,10.22,cents per kilowatt-hour
2018-09-01,MD,Maryland,ALL,all sectors,11.38,cents per kilowatt-hour
2018-09-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2018-09-01,KY,Kentucky,RES,residential,10.87,cents per kilowatt-hour
2018-09-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,KY,Kentucky,IND,industrial,5.67,cents per kilowatt-hour
2018-09-01,KY,Kentucky,COM,commercial,9.87,cents per kilowatt-hour
2018-09-01,KY,Kentucky,ALL,all sectors,8.6,cents per kilowatt-hour
2018-09-01,DE,Delaware,COM,commercial,9.37,cents per kilowatt-hour
2018-09-01,DE,Delaware,ALL,all sectors,10.44,cents per kilowatt-hour
2018-09-01,NC,North Carolina,TRA,transportation,7.79,cents per kilowatt-hour
2018-09-01,NC,North Carolina,RES,residential,11.39,cents per kilowatt-hour
2018-09-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,NC,North Carolina,IND,industrial,6.89,cents per kilowatt-hour
2018-09-01,NC,North Carolina,COM,commercial,8.47,cents per kilowatt-hour
2018-09-01,NC,North Carolina,ALL,all sectors,9.47,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,TRA,transportation,9.05,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,RES,residential,15.47,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,IND,industrial,10.26,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,COM,commercial,12.41,cents per kilowatt-hour
2018-09-01,NJ,New Jersey,ALL,all sectors,13.46,cents per kilowatt-hour
2018-09-01,IN,Indiana,TRA,transportation,10.38,cents per kilowatt-hour
2018-09-01,IN,Indiana,RES,residential,12.63,cents per kilowatt-hour
2018-09-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,IN,Indiana,IND,industrial,7.34,cents per kilowatt-hour
2018-09-01,IN,Indiana,COM,commercial,10.85,cents per kilowatt-hour
2018-09-01,IN,Indiana,ALL,all sectors,9.9,cents per kilowatt-hour
2018-09-01,IL,Illinois,TRA,transportation,7.14,cents per kilowatt-hour
2018-09-01,IL,Illinois,RES,residential,12.43,cents per kilowatt-hour
2018-09-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,IL,Illinois,IND,industrial,6.59,cents per kilowatt-hour
2018-09-01,IL,Illinois,COM,commercial,9.12,cents per kilowatt-hour
2018-09-01,IL,Illinois,ALL,all sectors,9.44,cents per kilowatt-hour
2018-09-01,DC,District of Columbia,TRA,transportation,9.98,cents per kilowatt-hour
2018-09-01,DC,District of Columbia,RES,residential,12.56,cents per kilowatt-hour
2018-09-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-09-01,DC,District of Columbia,IND,industrial,8.4,cents per kilowatt-hour
2018-09-01,DC,District of Columbia,COM,commercial,11.78,cents per kilowatt-hour
2018-09-01,DC,District of Columbia,ALL,all sectors,11.88,cents per kilowatt-hour
2018-09-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2018-09-01,DE,Delaware,RES,residential,12.29,cents per kilowatt-hour
2018-09-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-08-01,TN,Tennessee,ALL,all sectors,9.73,cents per kilowatt-hour
2018-08-01,NC,North Carolina,TRA,transportation,7.9,cents per kilowatt-hour
2018-08-01,NC,North Carolina,RES,residential,11.29,cents per kilowatt-hour
2018-08-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-08-01,NC,North Carolina,IND,industrial,6.54,cents per kilowatt-hour
2018-08-01,NC,North Carolina,COM,commercial,8.71,cents per kilowatt-hour
2018-08-01,NC,North Carolina,ALL,all sectors,9.46,cents per kilowatt-hour
2018-08-01,NJ,New Jersey,TRA,transportation,8.91,cents per kilowatt-hour
2018-08-01,NJ,New Jersey,RES,residential,15.25,cents per kilowatt-hour
2018-08-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2018-08-01,NJ,New Jersey,IND,industrial,10.43,cents per kilowatt-hour
2018-08-01,NJ,New Jersey,COM,commercial,12.56,cents per kilowatt-hour
2018-08-01,NJ,New Jersey,ALL,all sectors,13.6,cents per kilowatt-hour
2018-08-01,OH,Ohio,ALL,all sectors,10.05,cents per kilowatt-hour
2018-08-01,MD,Maryland,TRA,transportation,7.66,cents per kilowatt-hour
2018-08-01,MD,Maryland,RES,residential,13.05,cents per kilowatt-hour
