period,stateid,stateDescription,sectorid,sectorName,price,price-units
2016-09-01,NJ,New Jersey,ALL,all sectors,13.92,cents per kilowatt-hour
2016-09-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2016-09-01,WV,West Virginia,RES,residential,11.6,cents per kilowatt-hour
2016-09-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,WV,West Virginia,IND,industrial,6.52,cents per kilowatt-hour
2016-09-01,WV,West Virginia,COM,commercial,9.31,cents per kilowatt-hour
2016-09-01,WV,West Virginia,ALL,all sectors,8.88,cents per kilowatt-hour
2016-09-01,VA,Virginia,TRA,transportation,7.31,cents per kilowatt-hour
2016-09-01,VA,Virginia,RES,residential,11.64,cents per kilowatt-hour
2016-09-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,VA,Virginia,IND,industrial,6.38,cents per kilowatt-hour
2016-09-01,VA,Virginia,COM,commercial,7.77,cents per kilowatt-hour
2016-09-01,VA,Virginia,ALL,all sectors,9.08,cents per kilowatt-hour
2016-09-01,OH,Ohio,TRA,transportation,8.12,cents per kilowatt-hour
2016-09-01,OH,Ohio,RES,residential,12.13,cents per kilowatt-hour
2016-09-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,OH,Ohio,IND,industrial,6.95,cents per kilowatt-hour
2016-09-01,OH,Ohio,COM,commercial,10.12,cents per kilowatt-hour
2016-09-01,OH,Ohio,ALL,all sectors,9.77,cents per kilowatt-hour
2016-09-01,NC,North Carolina,TRA,transportation,7.52,cents per kilowatt-hour
2016-09-01,NC,North Carolina,RES,residential,11.31,cents per kilowatt-hour
2016-09-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,NC,North Carolina,IND,industrial,6.77,cents per kilowatt-hour
2016-09-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2016-09-01,TN,Tennessee,RES,residential,10.64,cents per kilowatt-hour
2016-09-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,TN,Tennessee,IND,industrial,6.0,cents per kilowatt-hour
2016-09-01,TN,Tennessee,COM,commercial,10.56,cents per kilowatt-hour
2016-09-01,TN,Tennessee,ALL,all sectors,9.63,cents per kilowatt-hour
2016-09-01,PA,Pennsylvania,TRA,transportation,7.63,cents per kilowatt-hour
2016-09-01,IN,Indiana,ALL,all sectors,9.51,cents per kilowatt-hour
2016-09-01,IL,Illinois,TRA,transportation,6.32,cents per kilowatt-hour
2016-09-01,IL,Illinois,RES,residential,12.53,cents per kilowatt-hour
2016-09-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,IL,Illinois,IND,industrial,6.63,cents per kilowatt-hour
2016-09-01,IL,Illinois,COM,commercial,9.12,cents per kilowatt-hour
2016-09-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2016-09-01,KY,Kentucky,RES,residential,10.69,cents per kilowatt-hour
2016-09-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,KY,Kentucky,IND,industrial,5.92,cents per kilowatt-hour
2016-09-01,KY,Kentucky,COM,commercial,9.66,cents per kilowatt-hour
2016-09-01,KY,Kentucky,ALL,all sectors,8.68,cents per kilowatt-hour
2016-09-01,IN,Indiana,TRA,transportation,9.63,cents per kilowatt-hour
2016-09-01,IN,Indiana,RES,residential,12.26,cents per kilowatt-hour
2016-09-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,IN,Indiana,IND,industrial,7.06,cents per kilowatt-hour
2016-09-01,IN,Indiana,COM,commercial,10.25,cents per kilowatt-hour
2016-09-01,MI,Michigan,TRA,transportation,11.84,cents per kilowatt-hour
2016-09-01,MI,Michigan,RES,residential,15.71,cents per kilowatt-hour
2016-09-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,MI,Michigan,IND,industrial,7.11,cents per kilowatt-hour
2016-09-01,MI,Michigan,COM,commercial,10.8,cents per kilowatt-hour
2016-09-01,MI,Michigan,ALL,all sectors,11.33,cents per kilowatt-hour
2016-09-01,MD,Maryland,TRA,transportation,7.86,cents per kilowatt-hour
2016-09-01,MD,Maryland,RES,residential,14.02,cents per kilowatt-hour
2016-09-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,MD,Maryland,IND,industrial,7.78,cents per kilowatt-hour
2016-09-01,MD,Maryland,COM,commercial,10.85,cents per kilowatt-hour
2016-09-01,MD,Maryland,ALL,all sectors,12.03,cents per kilowatt-hour
2016-09-01,DE,Delaware,RES,residential,13.05,cents per kilowatt-hour
2016-09-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-09-01,DE,Delaware,IND,industrial,8.21,cents per kilowatt-hour
2016-09-01,DE,Delaware,COM,commercial,9.6,cents per kilowatt-hour
2016-08-01,NJ,New Jersey,ALL,all sectors,14.31,cents per kilowatt-hour
2016-08-01,IL,Illinois,IND,industrial,6.72,cents per kilowatt-hour
2016-08-01,IL,Illinois,COM,commercial,9.13,cents per kilowatt-hour
2016-08-01,IL,Illinois,ALL,all sectors,9.6,cents per kilowatt-hour
2016-08-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2016-08-01,WV,West Virginia,RES,residential,11.58,cents per kilowatt-hour
2016-08-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,WV,West Virginia,IND,industrial,6.54,cents per kilowatt-hour
2016-08-01,WV,West Virginia,COM,commercial,9.21,cents per kilowatt-hour
2016-08-01,WV,West Virginia,ALL,all sectors,9.04,cents per kilowatt-hour
2016-08-01,VA,Virginia,TRA,transportation,7.28,cents per kilowatt-hour
2016-08-01,PA,Pennsylvania,TRA,transportation,7.55,cents per kilowatt-hour
2016-08-01,PA,Pennsylvania,RES,residential,13.65,cents per kilowatt-hour
2016-08-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,PA,Pennsylvania,IND,industrial,7.08,cents per kilowatt-hour
2016-08-01,PA,Pennsylvania,COM,commercial,9.06,cents per kilowatt-hour
2016-08-01,PA,Pennsylvania,ALL,all sectors,10.32,cents per kilowatt-hour
2016-08-01,OH,Ohio,TRA,transportation,7.89,cents per kilowatt-hour
2016-08-01,OH,Ohio,RES,residential,12.4,cents per kilowatt-hour
2016-08-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,OH,Ohio,IND,industrial,7.06,cents per kilowatt-hour
2016-08-01,OH,Ohio,COM,commercial,9.91,cents per kilowatt-hour
2016-08-01,OH,Ohio,ALL,all sectors,10.03,cents per kilowatt-hour
2016-08-01,VA,Virginia,RES,residential,11.66,cents per kilowatt-hour
2016-08-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,VA,Virginia,IND,industrial,6.5,cents per kilowatt-hour
2016-08-01,VA,Virginia,COM,commercial,7.8,cents per kilowatt-hour
2016-08-01,VA,Virginia,ALL,all sectors,9.27,cents per kilowatt-hour
2016-08-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2016-08-01,TN,Tennessee,RES,residential,10.61,cents per kilowatt-hour
2016-08-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,TN,Tennessee,IND,industrial,6.08,cents per kilowatt-hour
2016-08-01,TN,Tennessee,COM,commercial,10.47,cents per kilowatt-hour
2016-08-01,TN,Tennessee,ALL,all sectors,9.61,cents per kilowatt-hour
2016-08-01,DC,District of Columbia,TRA,transportation,9.15,cents per kilowatt-hour
2016-08-01,DC,District of Columbia,RES,residential,11.99,cents per kilowatt-hour
2016-08-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,DC,District of Columbia,IND,industrial,8.74,cents per kilowatt-hour
2016-08-01,DC,District of Columbia,COM,commercial,11.54,cents per kilowatt-hour
2016-08-01,DC,District of Columbia,ALL,all sectors,11.57,cents per kilowatt-hour
2016-08-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2016-08-01,DE,Delaware,RES,residential,12.95,cents per kilowatt-hour
2016-08-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,DE,Delaware,IND,industrial,8.25,cents per kilowatt-hour
2016-08-01,DE,Delaware,COM,commercial,9.83,cents per kilowatt-hour
2016-08-01,DE,Delaware,ALL,all sectors,10.96,cents per kilowatt-hour
2016-08-01,IN,Indiana,TRA,transportation,9.49,cents per kilowatt-hour
2016-08-01,IN,Indiana,RES,residential,11.77,cents per kilowatt-hour
2016-08-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2016-08-01,KY,Kentucky,RES,residential,10.51,cents per kilowatt-hour
2016-08-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,KY,Kentucky,IND,industrial,5.87,cents per kilowatt-hour
2016-08-01,KY,Kentucky,COM,commercial,9.44,cents per kilowatt-hour
2016-08-01,KY,Kentucky,ALL,all sectors,8.65,cents per kilowatt-hour
2016-08-01,MD,Maryland,IND,industrial,7.88,cents per kilowatt-hour
2016-08-01,MD,Maryland,COM,commercial,10.76,cents per kilowatt-hour
2016-08-01,MD,Maryland,ALL,all sectors,11.99,cents per kilowatt-hour
2016-08-01,NC,North Carolina,TRA,transportation,7.74,cents per kilowatt-hour
2016-08-01,NC,North Carolina,RES,residential,11.24,cents per kilowatt-hour
2016-08-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,NC,North Carolina,IND,industrial,6.81,cents per kilowatt-hour
2016-08-01,NC,North Carolina,COM,commercial,8.85,cents per kilowatt-hour
2016-08-01,NC,North Carolina,ALL,all sectors,9.58,cents per kilowatt-hour
2016-08-01,NJ,New Jersey,TRA,transportation,9.22,cents per kilowatt-hour
2016-08-01,NJ,New Jersey,RES,residential,16.22,cents per kilowatt-hour
2016-08-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,IN,Indiana,IND,industrial,6.99,cents per kilowatt-hour
2016-08-01,IN,Indiana,COM,commercial,10.03,cents per kilowatt-hour
2016-08-01,IN,Indiana,ALL,all sectors,9.39,cents per kilowatt-hour
2016-08-01,IL,Illinois,TRA,transportation,6.67,cents per kilowatt-hour
2016-08-01,IL,Illinois,RES,residential,12.24,cents per kilowatt-hour
2016-08-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,MI,Michigan,TRA,transportation,11.2,cents per kilowatt-hour
2016-08-01,MI,Michigan,RES,residential,15.82,cents per kilowatt-hour
2016-08-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,MI,Michigan,IND,industrial,7.18,cents per kilowatt-hour
2016-08-01,MI,Michigan,COM,commercial,10.71,cents per kilowatt-hour
2016-08-01,MI,Michigan,ALL,all sectors,11.7,cents per kilowatt-hour
2016-08-01,MD,Maryland,TRA,transportation,7.89,cents per kilowatt-hour
2016-08-01,MD,Maryland,RES,residential,13.82,cents per kilowatt-hour
2016-08-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-08-01,NJ,New Jersey,IND,industrial,10.85,cents per kilowatt-hour
2016-08-01,NJ,New Jersey,COM,commercial,13.04,cents per kilowatt-hour
2016-07-01,NC,North Carolina,ALL,all sectors,9.59,cents per kilowatt-hour
2016-07-01,IN,Indiana,TRA,transportation,8.9,cents per kilowatt-hour
2016-07-01,KY,Kentucky,COM,commercial,9.53,cents per kilowatt-hour
2016-07-01,KY,Kentucky,ALL,all sectors,8.71,cents per kilowatt-hour
2016-07-01,DE,Delaware,IND,industrial,8.11,cents per kilowatt-hour
2016-07-01,DE,Delaware,COM,commercial,9.4,cents per kilowatt-hour
2016-07-01,DE,Delaware,ALL,all sectors,10.73,cents per kilowatt-hour
2016-07-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2016-07-01,KY,Kentucky,RES,residential,10.48,cents per kilowatt-hour
2016-07-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,KY,Kentucky,IND,industrial,5.98,cents per kilowatt-hour
2016-07-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2016-07-01,WV,West Virginia,RES,residential,11.2,cents per kilowatt-hour
2016-07-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,WV,West Virginia,IND,industrial,6.69,cents per kilowatt-hour
2016-07-01,WV,West Virginia,COM,commercial,9.07,cents per kilowatt-hour
2016-07-01,WV,West Virginia,ALL,all sectors,8.94,cents per kilowatt-hour
2016-07-01,VA,Virginia,TRA,transportation,7.88,cents per kilowatt-hour
2016-07-01,VA,Virginia,RES,residential,11.63,cents per kilowatt-hour
2016-07-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,VA,Virginia,IND,industrial,6.61,cents per kilowatt-hour
2016-07-01,VA,Virginia,COM,commercial,7.82,cents per kilowatt-hour
2016-07-01,VA,Virginia,ALL,all sectors,9.29,cents per kilowatt-hour
2016-07-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2016-07-01,TN,Tennessee,RES,residential,10.52,cents per kilowatt-hour
2016-07-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,TN,Tennessee,IND,industrial,6.03,cents per kilowatt-hour
2016-07-01,TN,Tennessee,COM,commercial,10.45,cents per kilowatt-hour
2016-07-01,TN,Tennessee,ALL,all sectors,9.55,cents per kilowatt-hour
2016-07-01,MI,Michigan,TRA,transportation,11.63,cents per kilowatt-hour
2016-07-01,MI,Michigan,RES,residential,15.31,cents per kilowatt-hour
2016-07-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,MI,Michigan,IND,industrial,7.11,cents per kilowatt-hour
2016-07-01,MI,Michigan,COM,commercial,10.61,cents per kilowatt-hour
2016-07-01,MI,Michigan,ALL,all sectors,11.43,cents per kilowatt-hour
2016-07-01,MD,Maryland,TRA,transportation,8.13,cents per kilowatt-hour
2016-07-01,MD,Maryland,RES,residential,14.07,cents per kilowatt-hour
2016-07-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,MD,Maryland,IND,industrial,7.5,cents per kilowatt-hour
2016-07-01,MD,Maryland,COM,commercial,10.75,cents per kilowatt-hour
2016-07-01,MD,Maryland,ALL,all sectors,12.15,cents per kilowatt-hour
2016-07-01,PA,Pennsylvania,TRA,transportation,7.44,cents per kilowatt-hour
2016-07-01,PA,Pennsylvania,RES,residential,13.6,cents per kilowatt-hour
2016-07-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,PA,Pennsylvania,IND,industrial,6.86,cents per kilowatt-hour
2016-07-01,PA,Pennsylvania,COM,commercial,9.02,cents per kilowatt-hour
2016-07-01,PA,Pennsylvania,ALL,all sectors,10.13,cents per kilowatt-hour
2016-07-01,NJ,New Jersey,TRA,transportation,9.13,cents per kilowatt-hour
2016-07-01,NJ,New Jersey,RES,residential,16.1,cents per kilowatt-hour
2016-07-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,NJ,New Jersey,IND,industrial,11.05,cents per kilowatt-hour
2016-07-01,NJ,New Jersey,COM,commercial,13.07,cents per kilowatt-hour
2016-07-01,NJ,New Jersey,ALL,all sectors,14.28,cents per kilowatt-hour
2016-07-01,DC,District of Columbia,TRA,transportation,10.0,cents per kilowatt-hour
2016-07-01,DC,District of Columbia,RES,residential,11.74,cents per kilowatt-hour
2016-07-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,DC,District of Columbia,IND,industrial,8.53,cents per kilowatt-hour
2016-07-01,DC,District of Columbia,COM,commercial,11.3,cents per kilowatt-hour
2016-07-01,DC,District of Columbia,ALL,all sectors,11.27,cents per kilowatt-hour
2016-07-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2016-07-01,DE,Delaware,RES,residential,12.94,cents per kilowatt-hour
2016-07-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,IN,Indiana,RES,residential,11.68,cents per kilowatt-hour
2016-07-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,IN,Indiana,IND,industrial,6.9,cents per kilowatt-hour
2016-07-01,IN,Indiana,COM,commercial,9.84,cents per kilowatt-hour
2016-07-01,IN,Indiana,ALL,all sectors,9.25,cents per kilowatt-hour
2016-07-01,IL,Illinois,TRA,transportation,6.33,cents per kilowatt-hour
2016-07-01,IL,Illinois,RES,residential,12.35,cents per kilowatt-hour
2016-07-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,IL,Illinois,IND,industrial,6.61,cents per kilowatt-hour
2016-07-01,IL,Illinois,COM,commercial,9.28,cents per kilowatt-hour
2016-07-01,IL,Illinois,ALL,all sectors,9.65,cents per kilowatt-hour
2016-07-01,OH,Ohio,TRA,transportation,8.14,cents per kilowatt-hour
2016-07-01,OH,Ohio,RES,residential,12.45,cents per kilowatt-hour
2016-07-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,OH,Ohio,IND,industrial,7.14,cents per kilowatt-hour
2016-07-01,OH,Ohio,COM,commercial,9.74,cents per kilowatt-hour
2016-07-01,OH,Ohio,ALL,all sectors,10.01,cents per kilowatt-hour
2016-07-01,NC,North Carolina,TRA,transportation,7.76,cents per kilowatt-hour
2016-07-01,NC,North Carolina,RES,residential,11.07,cents per kilowatt-hour
2016-07-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-07-01,NC,North Carolina,IND,industrial,7.11,cents per kilowatt-hour
2016-07-01,NC,North Carolina,COM,commercial,8.95,cents per kilowatt-hour
2016-06-01,NJ,New Jersey,IND,industrial,10.7,cents per kilowatt-hour
2016-06-01,DC,District of Columbia,IND,industrial,10.29,cents per kilowatt-hour
2016-06-01,DC,District of Columbia,COM,commercial,11.59,cents per kilowatt-hour
2016-06-01,DC,District of Columbia,ALL,all sectors,11.72,cents per kilowatt-hour
2016-06-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2016-06-01,DE,Delaware,RES,residential,13.55,cents per kilowatt-hour
2016-06-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,DE,Delaware,IND,industrial,8.09,cents per kilowatt-hour
2016-06-01,DE,Delaware,COM,commercial,9.95,cents per kilowatt-hour
2016-06-01,DE,Delaware,ALL,all sectors,11.0,cents per kilowatt-hour
2016-06-01,DC,District of Columbia,TRA,transportation,10.61,cents per kilowatt-hour
2016-06-01,DC,District of Columbia,RES,residential,12.26,cents per kilowatt-hour
2016-06-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2016-06-01,TN,Tennessee,RES,residential,10.45,cents per kilowatt-hour
2016-06-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,TN,Tennessee,IND,industrial,5.69,cents per kilowatt-hour
2016-06-01,TN,Tennessee,COM,commercial,10.27,cents per kilowatt-hour
2016-06-01,TN,Tennessee,ALL,all sectors,9.26,cents per kilowatt-hour
2016-06-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,VA,Virginia,IND,industrial,6.58,cents per kilowatt-hour
2016-06-01,VA,Virginia,COM,commercial,8.24,cents per kilowatt-hour
2016-06-01,VA,Virginia,ALL,all sectors,9.52,cents per kilowatt-hour
2016-06-01,KY,Kentucky,COM,commercial,9.68,cents per kilowatt-hour
2016-06-01,KY,Kentucky,ALL,all sectors,8.58,cents per kilowatt-hour
2016-06-01,NJ,New Jersey,COM,commercial,13.23,cents per kilowatt-hour
2016-06-01,NJ,New Jersey,ALL,all sectors,14.09,cents per kilowatt-hour
2016-06-01,OH,Ohio,TRA,transportation,8.13,cents per kilowatt-hour
2016-06-01,OH,Ohio,RES,residential,12.66,cents per kilowatt-hour
2016-06-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,OH,Ohio,IND,industrial,6.95,cents per kilowatt-hour
2016-06-01,OH,Ohio,COM,commercial,9.93,cents per kilowatt-hour
2016-06-01,OH,Ohio,ALL,all sectors,9.89,cents per kilowatt-hour
2016-06-01,MD,Maryland,TRA,transportation,7.61,cents per kilowatt-hour
2016-06-01,MD,Maryland,RES,residential,14.62,cents per kilowatt-hour
2016-06-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,MD,Maryland,IND,industrial,7.67,cents per kilowatt-hour
2016-06-01,MD,Maryland,COM,commercial,11.05,cents per kilowatt-hour
2016-06-01,MD,Maryland,ALL,all sectors,12.34,cents per kilowatt-hour
2016-06-01,NC,North Carolina,TRA,transportation,7.6,cents per kilowatt-hour
2016-06-01,NC,North Carolina,RES,residential,11.02,cents per kilowatt-hour
2016-06-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,NC,North Carolina,IND,industrial,6.51,cents per kilowatt-hour
2016-06-01,NC,North Carolina,COM,commercial,8.6,cents per kilowatt-hour
2016-06-01,NC,North Carolina,ALL,all sectors,9.26,cents per kilowatt-hour
2016-06-01,IN,Indiana,COM,commercial,9.84,cents per kilowatt-hour
2016-06-01,IN,Indiana,ALL,all sectors,9.12,cents per kilowatt-hour
2016-06-01,IL,Illinois,TRA,transportation,6.75,cents per kilowatt-hour
2016-06-01,IL,Illinois,RES,residential,12.54,cents per kilowatt-hour
2016-06-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,IL,Illinois,IND,industrial,6.48,cents per kilowatt-hour
2016-06-01,IL,Illinois,COM,commercial,8.99,cents per kilowatt-hour
2016-06-01,IL,Illinois,ALL,all sectors,9.53,cents per kilowatt-hour
2016-06-01,PA,Pennsylvania,TRA,transportation,7.32,cents per kilowatt-hour
2016-06-01,PA,Pennsylvania,RES,residential,13.81,cents per kilowatt-hour
2016-06-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,PA,Pennsylvania,IND,industrial,6.83,cents per kilowatt-hour
2016-06-01,PA,Pennsylvania,COM,commercial,9.09,cents per kilowatt-hour
2016-06-01,PA,Pennsylvania,ALL,all sectors,9.97,cents per kilowatt-hour
2016-06-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2016-06-01,WV,West Virginia,RES,residential,14.21,cents per kilowatt-hour
2016-06-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,WV,West Virginia,IND,industrial,6.56,cents per kilowatt-hour
2016-06-01,WV,West Virginia,COM,commercial,9.2,cents per kilowatt-hour
2016-06-01,WV,West Virginia,ALL,all sectors,9.74,cents per kilowatt-hour
2016-06-01,VA,Virginia,TRA,transportation,7.87,cents per kilowatt-hour
2016-06-01,VA,Virginia,RES,residential,12.16,cents per kilowatt-hour
2016-06-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2016-06-01,KY,Kentucky,RES,residential,10.51,cents per kilowatt-hour
2016-06-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,KY,Kentucky,IND,industrial,5.88,cents per kilowatt-hour
2016-06-01,MI,Michigan,TRA,transportation,12.1,cents per kilowatt-hour
2016-06-01,MI,Michigan,RES,residential,15.34,cents per kilowatt-hour
2016-06-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,MI,Michigan,IND,industrial,6.87,cents per kilowatt-hour
2016-06-01,MI,Michigan,COM,commercial,10.64,cents per kilowatt-hour
2016-06-01,MI,Michigan,ALL,all sectors,11.05,cents per kilowatt-hour
2016-06-01,IN,Indiana,TRA,transportation,9.4,cents per kilowatt-hour
2016-06-01,IN,Indiana,RES,residential,11.7,cents per kilowatt-hour
2016-06-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-06-01,IN,Indiana,IND,industrial,6.85,cents per kilowatt-hour
2016-06-01,NJ,New Jersey,TRA,transportation,8.91,cents per kilowatt-hour
2016-06-01,NJ,New Jersey,RES,residential,16.02,cents per kilowatt-hour
2016-06-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-05-01,IN,Indiana,TRA,transportation,9.27,cents per kilowatt-hour
2016-05-01,MD,Maryland,IND,industrial,8.11,cents per kilowatt-hour
2016-05-01,MD,Maryland,COM,commercial,11.16,cents per kilowatt-hour
2016-05-01,MD,Maryland,ALL,all sectors,12.24,cents per kilowatt-hour
2016-05-01,DC,District of Columbia,COM,commercial,11.73,cents per kilowatt-hour
2016-05-01,DC,District of Columbia,ALL,all sectors,11.78,cents per kilowatt-hour
2016-05-01,MI,Michigan,TRA,transportation,11.33,cents per kilowatt-hour
2016-05-01,IL,Illinois,RES,residential,13.61,cents per kilowatt-hour
2016-05-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-05-01,IL,Illinois,IND,industrial,6.48,cents per kilowatt-hour
2016-05-01,IL,Illinois,COM,commercial,9.3,cents per kilowatt-hour
2016-05-01,IL,Illinois,ALL,all sectors,9.55,cents per kilowatt-hour
2016-05-01,MI,Michigan,RES,residential,15.26,cents per kilowatt-hour
2016-05-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-05-01,MI,Michigan,IND,industrial,6.89,cents per kilowatt-hour
2016-05-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2016-05-01,WV,West Virginia,RES,residential,11.42,cents per kilowatt-hour
2016-05-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-05-01,WV,West Virginia,IND,industrial,6.55,cents per kilowatt-hour
2016-05-01,WV,West Virginia,COM,commercial,9.36,cents per kilowatt-hour
2016-05-01,WV,West Virginia,ALL,all sectors,8.68,cents per kilowatt-hour
2016-05-01,VA,Virginia,TRA,transportation,8.01,cents per kilowatt-hour
2016-05-01,NJ,New Jersey,RES,residential,15.37,cents per kilowatt-hour
2016-05-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-05-01,NJ,New Jersey,IND,industrial,10.03,cents per kilowatt-hour
2016-05-01,NJ,New Jersey,COM,commercial,12.26,cents per kilowatt-hour
2016-05-01,NJ,New Jersey,ALL,all sectors,13.07,cents per kilowatt-hour
2016-05-01,NJ,New Jersey,TRA,transportation,8.39,cents per kilowatt-hour
2016-05-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2016-05-01,TN,Tennessee,RES,residential,10.33,cents per kilowatt-hour
2016-05-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-05-01,TN,Tennessee,IND,industrial,5.13,cents per kilowatt-hour
2016-05-01,TN,Tennessee,COM,commercial,9.66,cents per kilowatt-hour
2016-05-01,TN,Tennessee,ALL,all sectors,8.64,cents per kilowatt-hour
2016-05-01,IN,Indiana,RES,residential,12.18,cents per kilowatt-hour
2016-05-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2016-05-01,IN,Indiana,IND,industrial,6.85,cents per kilowatt-hour
2016-05-01,IN,Indiana,COM,commercial,9.8,cents per kilowatt-hour
